id,X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
875,22.17,46.41,Ignesti,Arad,AR,273,Vest
876,22.19,46.42,Minead,Arad,AR,149,Vest
877,22.19,46.45,Nadalbesti,Arad,AR,153,Vest
878,22.18,46.45,Susani,Arad,AR,283,Vest
879,21.21,46.31,Iratosu,Arad,AR,2053,Vest
880,21.17,46.28,Variasu Mare,Arad,AR,447,Vest
881,21.18,46.29,Variasu Mic,Arad,AR,137,Vest
882,21.32,46.39,Macea,Arad,AR,3948,Vest
883,21.35,46.42,Sanmartin,Arad,AR,1767,Vest
884,21.6,46.6,Misca,Arad,AR,1165,Vest
885,21.7,46.62,Satu Nou,Arad,AR,898,Vest
886,21.67,46.62,Vanatori,Arad,AR,1180,Vest
887,21.64,46.63,Zerindu Mic,Arad,AR,267,Vest
888,22.25,46.46,Moneasa,Arad,AR,964,Vest
889,22.25,46.43,Ranusa,Arad,AR,327,Vest
890,21.54,46.39,Olari,Arad,AR,1598,Vest
891,21.6,46.41,Sintea Mica,Arad,AR,413,Vest
892,21.59,46.12,Paulis,Arad,AR,1812,Vest
893,21.63,46.11,Baratca,Arad,AR,309,Vest
894,21.66,46.14,Cladova,Arad,AR,389,Vest
895,21.53,46.14,Sambateni,Arad,AR,1710,Vest
896,21.07,46.17,Pecica,Arad,AR,11472,Vest
897,21.18,46.14,Bodrogu Vechi,Arad,AR,17,Vest
898,21.16,46.21,Sederhat,Arad,AR,277,Vest
899,21.13,46.26,Turnu,Arad,AR,1164,Vest
900,20.91,46.23,Peregu Mare,Arad,AR,1011,Vest
901,20.95,46.25,Peregu Mic,Arad,AR,1047,Vest
902,22.39,46.04,Petris,Arad,AR,702,Vest
903,22.39,46.08,Corbesti,Arad,AR,248,Vest
904,22.37,46.01,Ilteu,Arad,AR,346,Vest
905,22.44,46.14,Obarsia,Arad,AR,165,Vest
906,22.4,46.11,Rosia Noua,Arad,AR,417,Vest
907,22.39,46.03,Seliste,Arad,AR,142,Vest
908,21.35,46.58,Pilu,Arad,AR,994,Vest
909,21.34,46.62,Varsand,Arad,AR,867,Vest
910,22.43,46.3,Plescuta,Arad,AR,349,Vest
911,22.45,46.29,Aciuta,Arad,AR,295,Vest
912,22.45,46.26,Budesti,Arad,AR,59,Vest
913,22.43,46.28,Dumbrava,Arad,AR,147,Vest
914,22.39,46.29,Gura Vaii,Arad,AR,223,Vest
915,22.4,46.29,Rostoci,Arad,AR,158,Vest
916,22.47,46.28,Talagiu,Arad,AR,565,Vest
917,22.24,46.01,Savarsin,Arad,AR,1490,Vest
918,22.28,45.98,Caprioara,Arad,AR,380,Vest
919,22.29,46,Cuias,Arad,AR,92,Vest
920,22.21,46.01,Halalis,Arad,AR,162,Vest
921,22.24,46.07,Parnesti,Arad,AR,274,Vest
922,22.27,46.05,Temesesti,Arad,AR,173,Vest
923,22.32,46.01,Toc,Arad,AR,501,Vest
924,22.3,46.09,Troas,Arad,AR,258,Vest
925,22.24,45.99,Valea Mare,Arad,AR,270,Vest
926,20.98,46.09,Secusigiu,Arad,AR,2135,Vest
927,21.02,46.1,Munar,Arad,AR,539,Vest
928,20.96,46.07,Satu Mare,Arad,AR,1005,Vest
929,21.05,46.11,Sanpetru German,Arad,AR,1952,Vest
930,21.71,46.38,Seleus,Arad,AR,2138,Vest
931,21.77,46.38,Iermata,Arad,AR,483,Vest
932,21.76,46.37,Moroda,Arad,AR,707,Vest
933,20.93,46.11,Semlac,Arad,AR,3787,Vest
934,21.61,46.52,Sintea Mare,Arad,AR,1164,Vest
935,21.58,46.56,Adea,Arad,AR,1025,Vest
936,21.63,46.48,Tipar,Arad,AR,1405,Vest
937,21.51,46.34,Santana,Arad,AR,10877,Vest
938,21.58,46.34,Caporal Alexa,Arad,AR,1248,Vest
939,21.44,46.51,Socodor,Arad,AR,2322,Vest
940,21.29,46.06,Sagu,Arad,AR,2033,Vest
941,21.34,46.07,Cruceni,Arad,AR,613,Vest
942,21.37,46.02,Firiteaz,Arad,AR,455,Vest
943,21.4,46.03,Fiscut,Arad,AR,527,Vest
944,21.32,46.03,Hunedoara Timisana,Arad,AR,230,Vest
945,20.84,46.11,Seitin,Arad,AR,2713,Vest
946,21.73,46.57,Sepreus,Arad,AR,2759,Vest
947,21.76,46.44,Sicula,Arad,AR,2592,Vest
948,21.71,46.47,Cherelus,Arad,AR,1032,Vest
949,21.79,46.47,Gurba,Arad,AR,1350,Vest
950,21.92,46.34,Silindia,Arad,AR,489,Vest
951,21.95,46.31,Camna,Arad,AR,99,Vest
952,21.98,46.35,Iercoseni,Arad,AR,71,Vest
953,21.94,46.33,Luguzau,Arad,AR,158,Vest
954,21.9,46.35,Satu Mic,Arad,AR,214,Vest
955,21.45,46.42,Simand,Arad,AR,4049,Vest
956,21.64,46.27,Siria,Arad,AR,5030,Vest
957,21.65,46.29,Galsa,Arad,AR,1993,Vest
958,21.67,46.3,Masca,Arad,AR,1034,Vest
959,21.74,46.01,Sistarovat,Arad,AR,314,Vest
960,21.68,45.95,Cuvesdia,Arad,AR,57,Vest
961,21.79,45.96,Labasint,Arad,AR,15,Vest
962,21.81,46.02,Varnita,Arad,AR,12,Vest
963,21.91,46.29,Taut,Arad,AR,972,Vest
964,22,46.26,Minisel,Arad,AR,274,Vest
965,22.01,46.28,Minisu de Sus,Arad,AR,216,Vest
966,21.95,46.22,Nadas,Arad,AR,1027,Vest
967,21.8,46.32,Tarnova,Arad,AR,1888,Vest
968,21.76,46.27,Agrisu Mare,Arad,AR,1013,Vest
969,21.78,46.25,Araneag,Arad,AR,467,Vest
970,21.82,46.34,Chier,Arad,AR,1130,Vest
971,21.81,46.26,Draut,Arad,AR,1100,Vest
972,21.86,46.3,Dud,Arad,AR,546,Vest
973,22.16,46.01,Varadia de Mures,Arad,AR,768,Vest
974,22.17,46.09,Baia,Arad,AR,175,Vest
975,22.14,46.04,Julita,Arad,AR,476,Vest
976,22.22,46.07,Lupesti,Arad,AR,365,Vest
977,22.1,46.03,Nicolae Balcescu,Arad,AR,316,Vest
978,22.16,46.03,Stejar,Arad,AR,179,Vest
979,21.22,46.02,Vinga,Arad,AR,4132,Vest
980,21.11,46.04,Mailat,Arad,AR,1133,Vest
981,21.13,46.01,Manastur,Arad,AR,1153,Vest
982,22.53,46.31,Varfurile,Arad,AR,950,Vest
983,22.47,46.34,Avram Iancu,Arad,AR,883,Vest
984,22.55,46.37,Grosi,Arad,AR,146,Vest
985,22.56,46.34,Lazuri,Arad,AR,540,Vest
986,22.53,46.33,Magulicea,Arad,AR,359,Vest
987,22.56,46.31,Mermesti,Arad,AR,242,Vest
988,22.44,46.36,Poiana,Arad,AR,249,Vest
989,22.51,46.33,Vidra,Arad,AR,369,Vest
990,21.56,46.07,Zabrani,Arad,AR,2146,Vest
991,21.58,46.05,Chesint,Arad,AR,1207,Vest
992,21.62,46.07,Neudorf,Arad,AR,1020,Vest
993,21.65,46.41,Zarand,Arad,AR,1494,Vest
994,21.57,46.44,Cintei,Arad,AR,1239,Vest
995,21.52,46.62,Zerind,Arad,AR,1013,Vest
996,21.5,46.64,Iermata Neagra,Arad,AR,666,Vest
997,21.4,46.28,Zimandu Nou,Arad,AR,1535,Vest
998,21.39,46.29,Andrei Saguna,Arad,AR,1824,Vest
999,21.38,46.26,Zimandcuz,Arad,AR,1202,Vest
1000,24.88,44.86,Pitesti,Arges,AG,179337,Sud - Muntenia
1001,24.82,44.9,Bascov,Arges,AG,4120,Sud - Muntenia
1002,24.77,44.88,Braileni,Arges,AG,439,Sud - Muntenia
1003,24.79,44.89,Glambocu,Arges,AG,658,Sud - Muntenia
1004,24.76,44.88,Mica,Arges,AG,549,Sud - Muntenia
1005,24.74,44.9,Prislopu Mic,Arges,AG,280,Sud - Muntenia
1006,24.81,44.91,Scheau,Arges,AG,560,Sud - Muntenia
1007,24.82,44.88,Uiasca,Arges,AG,571,Sud - Muntenia
1008,24.77,44.89,Valea Ursului,Arges,AG,764,Sud - Muntenia
1009,24.9,44.78,Bradu,Arges,AG,3416,Sud - Muntenia
1010,24.89,44.82,Geamana,Arges,AG,1306,Sud - Muntenia
1011,24.94,44.96,Mioveni,Arges,AG,29062,Sud - Muntenia
1012,24.94,44.99,Clucereasa,Arges,AG,288,Sud - Muntenia
1013,24.91,44.94,Colibasi,Arges,AG,1928,Sud - Muntenia
1014,24.91,44.91,Fagetu,Arges,AG,1023,Sud - Muntenia
1015,24.98,44.97,Racovita,Arges,AG,1596,Sud - Muntenia
